AuSR,Dataset,File,TR,PSNR,SSIM,TCP,Time
1,3,30,20,26.9627,0.9416,0.0743,2.7743
1,3,30,30,24.4333,0.9029,0.1554,3.0438
1,3,30,40,22.4664,0.8567,0.2617,3.5046
1,3,30,50,20.7871,0.8024,0.3808,4.2335
1,3,30,60,19.5359,0.7472,0.5083,5.5518
1,3,30,70,18.3304,0.6827,0.643,8.8171
1,3,30,80,16.9253,0.6069,0.7697,17.7095
1,3,31,10,30.9184,0.9774,0.019,2.5888
1,3,31,20,27.538,0.948,0.0743,2.8098
1,3,31,30,25.1135,0.9081,0.1554,3.2377
1,3,31,40,23.0115,0.8533,0.2617,3.5324
1,3,31,50,21.0971,0.7911,0.3809,4.2859
1,3,31,60,19.3918,0.7165,0.5083,5.6387
1,3,31,70,17.6962,0.6297,0.643,8.7958
1,3,31,80,15.9244,0.5343,0.7697,17.6713
1,3,32,10,33.9956,0.9701,0.019,2.6583
1,3,32,20,30.1824,0.9359,0.0743,2.7869
1,3,32,30,27.9602,0.8951,0.1554,3.0246
1,3,32,40,26.0724,0.8419,0.2616,3.4882
1,3,32,50,24.5455,0.7816,0.3809,4.2303
1,3,32,60,23.1217,0.7112,0.5083,5.5527
1,3,32,70,21.7099,0.6273,0.643,8.7611
1,3,32,80,20.2411,0.5343,0.7697,17.5971
1,3,33,10,33.8367,0.9741,0.019,2.6155
1,3,33,20,30.3102,0.946,0.0742,2.7635
1,3,33,30,28.4448,0.9167,0.1554,3.0109
1,3,33,40,26.7644,0.878,0.2617,3.4752
1,3,33,50,25.2767,0.8321,0.3809,4.2513
1,3,33,60,23.9358,0.7747,0.5083,5.5502
1,3,33,70,22.4512,0.701,0.6429,8.787
1,3,33,80,20.7668,0.6103,0.7697,17.6998
1,3,34,10,32.2732,0.973,0.019,2.6242
1,3,34,20,28.5911,0.9464,0.0743,2.7875
1,3,34,30,25.7936,0.9145,0.1554,3.0599
1,3,34,40,23.9586,0.8774,0.2617,3.4781
1,3,34,50,22.6007,0.8352,0.3809,4.2881
1,3,34,60,21.2851,0.7863,0.5083,5.5781
1,3,34,70,19.7162,0.7225,0.643,8.7843
1,3,34,80,18.2673,0.6532,0.7697,17.7237
1,3,35,10,31.4586,0.977,0.019,2.6073
1,3,35,20,28.9011,0.9588,0.0743,2.8172
1,3,35,30,27.2989,0.9398,0.1554,3.0509
1,3,35,40,25.9233,0.9158,0.2617,3.5042
1,3,35,50,24.7609,0.8872,0.3809,4.2387
1,3,35,60,23.4888,0.8526,0.5083,5.5574
1,3,35,70,22.2125,0.812,0.643,8.7997
1,3,35,80,20.7993,0.7653,0.7697,17.5607
1,3,36,10,34.9862,0.976,0.019,2.5401
1,3,36,20,30.7038,0.9376,0.0743,2.7844
1,3,36,30,28.1266,0.8886,0.1554,3.0283
1,3,36,40,26.1281,0.8271,0.2617,3.4674
1,3,36,50,24.505,0.7571,0.3809,4.215
1,3,36,60,22.9275,0.6779,0.5083,5.5391
1,3,36,70,21.2608,0.5803,0.643,8.7591
1,3,36,80,19.5116,0.4596,0.7697,17.71
1,3,37,10,28.8068,0.9705,0.019,2.5776
1,3,37,20,25.1347,0.9364,0.0743,2.751
1,3,37,30,23.1424,0.8967,0.1554,3.0159
1,3,37,40,21.6788,0.8411,0.2617,3.4622
1,3,37,50,20.327,0.7796,0.3809,4.2069
1,3,37,60,19.1135,0.7091,0.5083,5.5641
1,3,37,70,17.7272,0.6222,0.643,8.7198
1,3,37,80,16.3431,0.5244,0.7697,17.5822
1,3,38,10,35.9961,0.9771,0.019,2.5983
1,3,38,20,31.6387,0.945,0.0743,2.8125
1,3,38,30,28.7553,0.9015,0.1554,3.0642
1,3,38,40,26.3111,0.8456,0.2617,3.52
1,3,38,50,24.4059,0.785,0.3809,4.2376
1,3,38,60,22.6395,0.7161,0.5083,5.5811
1,3,38,70,20.9123,0.6392,0.643,8.7761
1,3,38,80,19.1713,0.5477,0.7697,17.6737
1,3,39,10,42.5566,0.986,0.0194,2.6147
1,3,39,20,39.0274,0.9763,0.074,2.759
1,3,39,30,35.4968,0.9621,0.1546,3.0453
1,3,39,40,32.417,0.9416,0.2611,3.5057
1,3,39,50,29.5639,0.9088,0.3806,4.1989
1,3,39,60,26.7868,0.8585,0.5085,5.5707
1,3,39,70,24.4346,0.7885,0.6422,8.5587
1,3,39,80,22.0793,0.7003,0.7694,17.0083
1,3,40,10,38.8471,0.9908,0.0194,2.6216
1,3,40,20,34.602,0.9803,0.074,2.7707
1,3,40,30,32.1212,0.9664,0.1546,3.0146
1,3,40,40,30.335,0.9488,0.2611,3.503
1,3,40,50,28.6682,0.9257,0.3806,4.2017
1,3,40,60,26.9629,0.8957,0.5085,5.588
1,3,40,70,25.1929,0.8563,0.6422,8.5705
1,3,40,80,23.1225,0.7952,0.7693,16.9903
1,3,41,10,34.1585,0.9884,0.019,2.5958
1,3,41,20,30.9597,0.9769,0.0743,2.7758
1,3,41,30,28.5484,0.9622,0.1554,3.0849
1,3,41,40,27.0182,0.9451,0.2617,3.5016
1,3,41,50,25.5909,0.925,0.3809,4.2235
1,3,41,60,24.1743,0.8997,0.5083,5.594
1,3,41,70,22.397,0.8619,0.643,8.7268
1,3,41,80,20.532,0.8087,0.7697,17.5687
1,3,42,10,33.5192,0.988,0.0194,2.6125
1,3,42,20,29.8762,0.9723,0.074,2.7388
1,3,42,30,27.4007,0.9511,0.1546,3.023
1,3,42,40,25.6972,0.9254,0.2611,3.4665
1,3,42,50,24.3018,0.8964,0.3806,4.1824
1,3,42,60,22.9567,0.8629,0.5085,5.5327
1,3,42,70,21.4039,0.8177,0.6422,9.4513
1,3,42,80,19.7502,0.7607,0.7693,17.0668
1,3,43,10,31.4235,0.9845,0.0194,2.5931
1,3,43,20,28.1896,0.9673,0.074,2.7638
1,3,43,30,25.6868,0.9429,0.1546,3.055
1,3,43,40,23.8216,0.9123,0.2611,3.5364
1,3,43,50,22.6225,0.8838,0.3806,4.2199
1,3,43,60,21.5283,0.8503,0.5085,5.5283
1,3,43,70,20.2669,0.8028,0.6422,8.5785
1,3,43,80,18.7823,0.7381,0.7694,17.0962
1,3,44,10,38.9889,0.9946,0.0194,2.6039
1,3,44,20,35.4806,0.9925,0.074,2.8126
1,3,44,30,32.1791,0.9871,0.1545,3.0541
1,3,44,40,30.158,0.9812,0.2611,3.5479
1,3,44,50,28.4135,0.9734,0.3806,4.2103
1,3,44,60,26.6532,0.9614,0.5085,5.6159
1,3,44,70,24.948,0.9439,0.6422,8.6435
1,3,44,80,22.6362,0.9182,0.7694,17.0887
1,3,45,10,39.6301,0.9955,0.0189,2.6424
1,3,45,20,35.3949,0.9891,0.0743,2.794
1,3,45,30,31.9702,0.9788,0.1554,3.079
1,3,45,40,29.4893,0.9652,0.2617,3.4891
1,3,45,50,27.5462,0.949,0.3809,4.2921
1,3,45,60,25.6169,0.9274,0.5083,5.5992
1,3,45,70,23.8476,0.8993,0.643,8.7637
1,3,45,80,21.9925,0.8609,0.7697,17.6571
1,3,46,10,38.3124,0.9951,0.0194,2.6394
1,3,46,20,33.3904,0.9872,0.074,2.7943
1,3,46,30,30.3743,0.9767,0.1546,3.0199
1,3,46,40,28.051,0.9624,0.2611,3.5096
1,3,46,50,26.2873,0.9463,0.3806,4.1968
1,3,46,60,24.7338,0.9273,0.5085,5.5618
1,3,46,70,23.1568,0.9029,0.6422,8.5746
1,3,46,80,21.6106,0.871,0.7694,16.9648
1,3,47,10,42.5885,0.9975,0.0194,2.567
1,3,47,20,39.3526,0.9957,0.074,2.8065
1,3,47,30,37.314,0.9935,0.1546,3.0412
1,3,47,40,35.1475,0.99,0.2611,3.5247
1,3,47,50,33.007,0.9849,0.3806,4.2252
1,3,47,60,30.7199,0.9766,0.5085,5.5076
1,3,47,70,28.278,0.9635,0.6422,9.4622
1,3,47,80,25.7477,0.9415,0.7694,16.9927
1,3,48,10,39.1139,0.9952,0.0194,2.5981
1,3,48,20,35.5848,0.9899,0.074,2.8214
1,3,48,30,32.9578,0.9808,0.1546,3.0341
1,3,48,40,30.497,0.9657,0.2611,3.4933
1,3,48,50,28.4773,0.946,0.3806,4.2216
1,3,48,60,26.6678,0.923,0.5085,5.5192
1,3,48,70,24.9534,0.8964,0.6422,8.6356
1,3,48,80,22.7806,0.8561,0.7694,16.9992
1,3,49,10,42.094,0.9961,0.0194,2.6671
1,3,49,20,37.5731,0.9931,0.074,2.7947
1,3,49,30,34.5249,0.989,0.1546,3.0847
1,3,49,40,31.7757,0.9823,0.2611,3.5299
1,3,49,50,29.6323,0.9733,0.3806,4.249
1,3,49,60,27.407,0.9595,0.5085,5.5874
1,3,49,70,25.1012,0.9384,0.6422,8.6165
1,3,49,80,22.7475,0.9023,0.7694,17.1427
1,3,50,10,37.8565,0.9956,0.0194,2.6362
1,3,50,20,32.4107,0.9889,0.074,2.8189
1,3,50,30,30.2115,0.9823,0.1546,3.0675
1,3,50,40,28.0219,0.9724,0.2611,3.5113
1,3,50,50,26.1558,0.96,0.3806,4.2198
1,3,50,60,24.6803,0.9451,0.5085,5.5914
1,3,50,70,23.204,0.9258,0.6421,8.6744
1,3,50,80,21.4716,0.8998,0.7693,17.0801
1,3,51,10,34.564,0.9863,0.0194,2.6406
1,3,51,20,31.5288,0.9734,0.074,2.8168
1,3,51,30,29.2652,0.9575,0.1546,3.0342
1,3,51,40,27.6472,0.9396,0.2611,3.4965
1,3,51,50,26.0708,0.9182,0.3806,4.1898
1,3,51,60,24.4753,0.8907,0.5085,5.5684
1,3,51,70,22.8319,0.854,0.6422,8.6526
1,3,51,80,20.5575,0.7925,0.7694,16.9759
1,3,52,10,32.7236,0.9863,0.019,2.5806
1,3,52,20,29.6168,0.9748,0.0743,2.8283
1,3,52,30,27.528,0.9604,0.1554,3.0465
1,3,52,40,25.6958,0.9417,0.2617,3.5092
1,3,52,50,23.7684,0.9141,0.3809,4.2447
1,3,52,60,22.2156,0.8793,0.5083,5.5345
1,3,52,70,20.5694,0.834,0.643,8.7843
1,3,52,80,18.818,0.776,0.7697,17.6654
1,3,53,10,34.4633,0.9892,0.019,2.5966
1,3,53,20,30.5623,0.9776,0.0743,2.7936
1,3,53,30,27.9663,0.9626,0.1554,3.0313
1,3,53,40,25.5636,0.9355,0.2617,3.5166
1,3,53,50,23.903,0.9076,0.3809,4.2043
1,3,53,60,22.051,0.8691,0.5083,5.5563
1,3,53,70,20.2248,0.8139,0.643,8.7127
1,3,53,80,18.1744,0.7417,0.7697,17.5937
1,3,54,10,42.5134,0.9982,0.0194,2.6666
1,3,54,20,39.6001,0.9971,0.074,2.8621
1,3,54,30,35.5439,0.9945,0.1546,3.079
1,3,54,40,33.2933,0.9914,0.2611,3.521
1,3,54,50,31.3986,0.9875,0.3806,4.1549
1,3,54,60,29.3377,0.9809,0.5085,5.5811
1,3,54,70,27.1893,0.9709,0.6421,8.6422
1,3,54,80,24.8738,0.9523,0.7694,17.0261
1,3,55,10,36.2966,0.9951,0.019,2.5743
1,3,55,20,32.3223,0.9879,0.0743,2.8079
1,3,55,30,29.8663,0.9805,0.1554,3.0641
1,3,55,40,27.4746,0.9681,0.2617,3.4849
1,3,55,50,25.4687,0.9531,0.3809,4.2874
1,3,55,60,23.7325,0.9334,0.5083,5.575
1,3,55,70,21.6577,0.9029,0.643,8.8004
1,3,55,80,19.4605,0.8571,0.7697,17.6768
1,3,56,10,37.069,0.9933,0.019,2.6248
1,3,56,20,33.8695,0.9867,0.0743,2.8234
1,3,56,30,31.5678,0.9775,0.1554,3.0651
1,3,56,40,29.718,0.9653,0.2617,3.4783
1,3,56,50,28.224,0.9517,0.3809,4.244
1,3,56,60,26.7569,0.9342,0.5083,5.611
1,3,56,70,24.9021,0.9063,0.643,8.741
1,3,56,80,22.9351,0.8689,0.7697,17.6737
1,3,57,10,37.6415,0.9931,0.019,2.5943
1,3,57,20,35.0809,0.987,0.0743,2.801
1,3,57,30,33.2048,0.9796,0.1554,3.1121
1,3,57,40,31.5198,0.9695,0.2617,3.562
1,3,57,50,29.9429,0.9568,0.3809,4.2288
1,3,57,60,28.3884,0.9399,0.5083,5.6114
1,3,57,70,26.7761,0.9148,0.643,8.7889
1,3,57,80,24.6774,0.8779,0.7697,17.6541
1,3,58,10,42.9952,0.996,0.0194,3.3472
1,3,58,20,38.462,0.992,0.074,4.11
1,3,58,30,35.5842,0.987,0.1546,4.0617
1,3,58,40,33.2274,0.9797,0.2611,4.4416
1,3,58,50,30.6257,0.9682,0.3806,5.6429
1,3,58,60,28.3449,0.9527,0.5085,6.976
1,3,58,70,26.2685,0.9328,0.6422,11.4563
1,3,58,80,24.0296,0.9009,0.7694,22.3483
1,3,59,10,34.4716,0.9887,0.019,2.6222
1,3,59,20,31.3123,0.9758,0.0743,2.8057
1,3,59,30,29.3781,0.9631,0.1554,3.1157
1,3,59,40,27.7824,0.9476,0.2617,3.5715
1,3,59,50,26.3319,0.9316,0.3809,4.3481
1,3,59,60,24.8178,0.9105,0.5083,5.7395
1,3,59,70,23.0237,0.8798,0.643,9.0045
1,3,59,80,20.9814,0.8319,0.7697,18.075
1,3,60,10,38.4765,0.9954,0.019,2.6543
1,3,60,20,35.0732,0.9906,0.0743,2.8738
1,3,60,30,33.0563,0.9847,0.1554,3.1318
1,3,60,40,31.5599,0.978,0.2616,3.6068
1,3,60,50,30.338,0.9706,0.3809,4.351
1,3,60,60,29.1018,0.9614,0.5083,5.7343
1,3,60,70,27.2413,0.944,0.643,8.9431
1,3,60,80,25.3306,0.9189,0.7697,18.0255
1,3,61,10,38.7757,0.9964,0.019,2.6104
1,3,61,20,35.5914,0.9928,0.0743,2.827
1,3,61,30,32.9734,0.9869,0.1554,3.073
1,3,61,40,31.0924,0.98,0.2617,3.5747
1,3,61,50,29.6124,0.972,0.3809,4.3124
1,3,61,60,28.164,0.9618,0.5083,5.6863
1,3,61,70,26.6171,0.9475,0.643,8.9424
1,3,61,80,24.9246,0.9272,0.7697,18.0572
1,3,62,10,35.4368,0.992,0.0194,2.6676
1,3,62,20,31.6462,0.983,0.074,2.8061
1,3,62,30,29.7374,0.9736,0.1546,3.064
1,3,62,40,27.8981,0.9606,0.2611,3.5198
1,3,62,50,26.5564,0.9473,0.3806,4.209
1,3,62,60,25.1723,0.9294,0.5085,5.5684
1,3,62,70,23.6063,0.9038,0.6422,8.7342
1,3,62,80,21.8067,0.8646,0.7694,17.4041
1,3,63,10,36.9336,0.9893,0.019,2.6777
1,3,63,20,34.3225,0.982,0.0743,2.8367
1,3,63,30,32.4638,0.9724,0.1554,3.0833
1,3,63,40,30.6978,0.9575,0.2617,3.6325
1,3,63,50,29.0596,0.9385,0.3809,4.35
1,3,63,60,27.3328,0.9117,0.5083,5.7666
1,3,63,70,25.5469,0.8742,0.643,8.9084
1,3,63,80,23.7643,0.8289,0.7697,17.9825
1,3,64,10,36.9499,0.9927,0.019,2.6893
1,3,64,20,33.8384,0.986,0.0742,2.9006
1,3,64,30,31.734,0.9781,0.1554,3.1626
1,3,64,40,29.6425,0.9673,0.2617,3.5312
1,3,64,50,28.0227,0.9556,0.3808,4.3337
1,3,64,60,26.4161,0.9409,0.5083,6.3351
1,3,64,70,24.7428,0.9204,0.643,9.1118
1,3,64,80,22.872,0.8886,0.7697,18.0175
1,3,65,10,37.9378,0.995,0.019,2.7354
1,3,65,20,35.5718,0.9919,0.0742,2.859
1,3,65,30,33.8314,0.9884,0.1554,3.1858
1,3,65,40,32.0648,0.9833,0.2617,3.6187
1,3,65,50,30.5685,0.9768,0.3809,4.3671
1,3,65,60,28.976,0.9679,0.5083,5.7464
1,3,65,70,27.0637,0.9537,0.643,8.9484
1,3,65,80,24.9848,0.9307,0.7697,17.9959
1,3,66,10,40.9962,0.9952,0.019,2.6882
1,3,66,20,37.0985,0.9899,0.0743,2.8539
1,3,66,30,34.6615,0.9843,0.1554,3.1145
1,3,66,40,32.386,0.9761,0.2617,3.5822
1,3,66,50,30.4337,0.966,0.3809,4.3782
1,3,66,60,28.6114,0.9535,0.5083,5.6704
1,3,66,70,26.3743,0.9322,0.643,8.9216
1,3,66,80,24.2673,0.9008,0.7697,17.8343
1,3,67,10,33.8827,0.9691,0.0194,2.707
1,3,67,20,29.8019,0.9344,0.074,2.869
1,3,67,30,27.2408,0.8909,0.1546,3.1261
1,3,67,40,25.2309,0.8375,0.2611,3.6067
1,3,67,50,23.5805,0.7755,0.3806,4.2909
1,3,67,60,22.102,0.7054,0.5084,5.6702
1,3,67,70,20.6831,0.624,0.6422,8.774
1,3,67,80,19.2626,0.5343,0.7694,17.2945
1,3,68,10,34.3539,0.9729,0.019,2.6804
1,3,68,20,31.2436,0.9423,0.0743,2.8191
1,3,68,30,28.7496,0.9011,0.1554,3.1156
1,3,68,40,26.7064,0.8456,0.2617,3.5669
1,3,68,50,24.946,0.7754,0.3809,4.2981
1,3,68,60,23.3695,0.6899,0.5083,5.6572
1,3,68,70,21.7051,0.5877,0.6429,8.9126
1,3,68,80,20.1382,0.4777,0.7697,17.8949
1,3,69,10,35.4835,0.9913,0.0194,2.6616
1,3,69,20,32.1144,0.9804,0.074,2.8814
1,3,69,30,29.3583,0.9625,0.1546,3.089
1,3,69,40,27.1732,0.9342,0.2611,3.5646
1,3,69,50,25.2601,0.8943,0.3806,4.2452
1,3,69,60,23.2096,0.8362,0.5085,5.6532
1,3,69,70,21.0106,0.7507,0.6422,8.7376
1,3,69,80,18.6533,0.6264,0.7694,17.3306
1,3,70,10,33.3592,0.9768,0.019,2.6445
1,3,70,20,29.9865,0.9511,0.0743,2.8687
1,3,70,30,27.4252,0.9151,0.1554,3.1311
1,3,70,40,25.5068,0.8654,0.2617,3.594
1,3,70,50,24.0329,0.8073,0.3809,4.3347
1,3,70,60,22.5817,0.7398,0.5083,5.6689
1,3,70,70,20.9017,0.6566,0.643,8.8863
1,3,70,80,19.1236,0.5644,0.7697,17.8939
1,3,71,10,32.1188,0.9757,0.019,2.6873
1,3,71,20,28.6512,0.9516,0.0743,2.8459
1,3,71,30,26.5175,0.9195,0.1554,3.1212
1,3,71,40,24.1942,0.8708,0.2616,3.6187
1,3,71,50,22.3112,0.8106,0.3809,4.2935
1,3,71,60,20.5287,0.7307,0.5083,5.751
1,3,71,70,18.6891,0.6282,0.643,8.9553
1,3,71,80,16.7621,0.5051,0.7697,18.6918
1,3,72,10,34.7328,0.9731,0.0194,2.6512
1,3,72,20,31.3752,0.9485,0.074,2.8889
1,3,72,30,29.0364,0.9179,0.1546,3.0437
1,3,72,40,27.2978,0.8822,0.2611,3.5131
1,3,72,50,25.6842,0.8372,0.3806,4.2046
1,3,72,60,24.0901,0.7833,0.5085,5.5532
1,3,72,70,22.267,0.7075,0.6422,8.5502
1,3,72,80,20.2233,0.6149,0.7694,17.0807
1,3,73,10,31.8081,0.9712,0.019,2.6762
1,3,73,20,28.9094,0.9436,0.0743,2.8184
1,3,73,30,27.3477,0.9102,0.1554,3.0543
1,3,73,40,26.1976,0.8745,0.2617,3.5569
1,3,73,50,25.2919,0.8379,0.3809,4.2659
1,3,73,60,24.2849,0.7932,0.5083,5.5874
1,3,73,70,23.1836,0.7393,0.643,8.8462
1,3,73,80,21.7815,0.6653,0.7697,17.7827
1,3,74,10,35.1484,0.9804,0.0194,2.6586
1,3,74,20,31.1559,0.9624,0.074,2.8259
1,3,74,30,28.6291,0.9381,0.1546,3.1111
1,3,74,40,26.5366,0.9044,0.2611,3.4845
1,3,74,50,24.687,0.8591,0.3806,4.2083
1,3,74,60,22.8058,0.7967,0.5085,5.5851
1,3,74,70,20.7699,0.7054,0.6422,8.6296
1,3,74,80,18.6854,0.5977,0.7694,17.0938
1,3,75,10,34.0695,0.9689,0.019,2.5945
1,3,75,20,30.1981,0.9314,0.0743,2.785
1,3,75,30,27.1607,0.8846,0.1554,3.0479
1,3,75,40,24.8885,0.8265,0.2616,3.5292
1,3,75,50,23.2893,0.7578,0.3809,4.2337
1,3,75,60,21.9881,0.6847,0.5083,5.5544
1,3,75,70,20.7067,0.6021,0.643,8.7503
1,3,75,80,19.2747,0.5151,0.7697,17.6293
1,3,76,10,32.9398,0.9771,0.019,2.6166
1,3,76,20,30.1127,0.9552,0.0743,2.7703
1,3,76,30,28.1934,0.9288,0.1554,3.0573
1,3,76,40,26.3484,0.8929,0.2617,3.4949
1,3,76,50,24.8306,0.8523,0.3809,4.2455
1,3,76,60,23.3755,0.8018,0.5083,5.5737
1,3,76,70,21.637,0.7312,0.643,8.7372
1,3,76,80,19.859,0.6477,0.7697,18.2019
1,3,77,10,30.8844,0.9633,0.019,2.633
1,3,77,20,28.4127,0.9368,0.0743,2.8158
1,3,77,30,26.7312,0.9075,0.1554,3.1064
1,3,77,40,25.3779,0.8743,0.2617,3.5399
1,3,77,50,23.794,0.8346,0.3809,4.2568
1,3,77,60,22.4712,0.7862,0.5083,5.5662
1,3,77,70,21.1932,0.7326,0.643,8.7389
1,3,77,80,19.3266,0.6613,0.7697,17.5269
1,3,78,10,28.8146,0.9595,0.0194,2.6235
1,3,78,20,25.3031,0.9076,0.074,2.7458
1,3,78,30,22.9628,0.8477,0.1545,3.0115
1,3,78,40,20.9939,0.7727,0.2611,3.5176
1,3,78,50,19.5521,0.6902,0.3806,4.198
1,3,78,60,18.1367,0.5979,0.5084,5.5539
1,3,78,70,16.6988,0.4939,0.6422,8.5814
1,3,78,80,15.2681,0.3859,0.7694,17.1463
1,3,79,10,30.2719,0.9645,0.019,2.6129
1,3,79,20,27.0439,0.9218,0.0743,2.7627
1,3,79,30,25.2892,0.8742,0.1554,3.0589
1,3,79,40,23.8815,0.8173,0.2617,3.5339
1,3,79,50,22.5195,0.7496,0.3809,4.2487
1,3,79,60,21.2904,0.6718,0.5083,5.5487
1,3,79,70,19.9193,0.5795,0.643,8.7788
1,3,79,80,18.4211,0.4686,0.7697,17.7837
1,3,80,10,27.4409,0.9523,0.0194,2.6406
1,3,80,20,23.95,0.9008,0.074,2.802
1,3,80,30,22.0194,0.8472,0.1546,3.0878
1,3,80,40,20.2528,0.781,0.2611,3.5043
1,3,80,50,19.0245,0.7119,0.3806,4.2223
1,3,80,60,17.9597,0.6366,0.5085,5.5436
1,3,80,70,16.94,0.5527,0.6422,8.6212
1,3,80,80,15.8407,0.471,0.7694,17.0568
1,3,81,10,40.7038,0.9914,0.019,2.6377
1,3,81,20,36.5084,0.9838,0.0743,2.8002
1,3,81,30,33.2398,0.9711,0.1554,3.1516
1,3,81,40,30.877,0.9525,0.2617,3.6412
1,3,81,50,28.8901,0.9275,0.3809,4.2848
1,3,81,60,27.011,0.8953,0.5083,5.6485
1,3,81,70,24.9585,0.8471,0.643,8.7467
1,3,81,80,22.6194,0.7723,0.7697,17.6043
1,3,82,10,34.3489,0.9787,0.0194,2.5969
1,3,82,20,30.4734,0.9513,0.074,2.7881
1,3,82,30,28.3115,0.9181,0.1546,3.0357
1,3,82,40,26.6875,0.8795,0.2611,3.506
1,3,82,50,25.1087,0.8305,0.3806,4.2346
1,3,82,60,23.4618,0.7701,0.5085,5.5895
1,3,82,70,21.9318,0.693,0.6422,8.6174
1,3,82,80,20.2021,0.6041,0.7694,17.1331
1,3,83,10,32.5209,0.9782,0.0194,2.8509
1,3,83,20,29.1817,0.9518,0.074,2.7932
1,3,83,30,27.0916,0.9213,0.1546,3.0741
1,3,83,40,25.322,0.8823,0.2611,3.4889
1,3,83,50,23.6748,0.8326,0.3806,4.1891
1,3,83,60,22.2153,0.7708,0.5085,5.6163
1,3,83,70,20.7319,0.6894,0.6422,8.5937
1,3,83,80,18.9797,0.583,0.7694,16.9518
1,3,84,10,30.5609,0.9693,0.0194,2.5951
1,3,84,20,26.7181,0.9235,0.074,2.7461
1,3,84,30,24.4318,0.8676,0.1546,3.035
1,3,84,40,22.4921,0.7913,0.2611,3.4671
1,3,84,50,20.9026,0.6997,0.3806,4.183
1,3,84,60,19.5305,0.5967,0.5085,5.559
1,3,84,70,18.2065,0.4777,0.6422,8.5889
1,3,84,80,16.8544,0.3558,0.7694,17.066
1,3,85,10,30.3903,0.9594,0.019,2.5954
1,3,85,20,27.2337,0.9144,0.0743,2.735
1,3,85,30,25.1211,0.8626,0.1554,3.0404
1,3,85,40,23.22,0.7923,0.2617,3.5334
1,3,85,50,21.6469,0.7108,0.3809,4.208
1,3,85,60,20.1261,0.6136,0.5083,5.56
1,3,85,70,18.5877,0.4975,0.6429,8.7675
1,3,85,80,17.0991,0.3721,0.7697,17.5944
1,3,86,10,32.3839,0.9609,0.019,2.5965
1,3,86,20,28.3773,0.9067,0.0743,2.7997
1,3,86,30,26.0314,0.8453,0.1554,3.0354
1,3,86,40,24.1723,0.7746,0.2617,3.4838
1,3,86,50,22.5099,0.6885,0.3809,4.3368
1,3,86,60,21.0701,0.5901,0.5083,5.5786
1,3,86,70,19.7342,0.4778,0.643,8.7551
1,3,86,80,18.3958,0.3617,0.7697,17.696
1,3,87,10,31.4449,0.9603,0.0194,2.6251
1,3,87,20,27.5422,0.9101,0.074,2.7688
1,3,87,30,25.1193,0.8518,0.1546,3.042
1,3,87,40,23.2777,0.7808,0.2611,3.4645
1,3,87,50,21.8319,0.7042,0.3806,4.2008
1,3,87,60,20.5562,0.6246,0.5085,5.543
1,3,87,70,19.2647,0.5295,0.6421,8.5643
1,3,87,80,17.9968,0.4306,0.7694,17.1274
1,3,88,10,33.5858,0.9717,0.019,2.5733
1,3,88,20,28.9674,0.928,0.0743,2.7256
1,3,88,30,26.3474,0.8744,0.1554,3.0576
1,3,88,40,24.4146,0.808,0.2617,3.4949
1,3,88,50,22.7503,0.7347,0.3809,4.261
1,3,88,60,21.1847,0.6455,0.5083,5.5244
1,3,88,70,19.4908,0.539,0.643,8.7317
1,3,88,80,17.8684,0.4221,0.7697,17.5573
1,3,89,10,33.3737,0.9794,0.019,2.578
1,3,89,20,29.1716,0.9551,0.0742,2.7629
1,3,89,30,26.6538,0.9235,0.1554,2.9892
1,3,89,40,24.5893,0.8806,0.2617,3.4997
1,3,89,50,23.1571,0.8298,0.3809,4.291
1,3,89,60,21.8503,0.7672,0.5083,5.567
1,3,89,70,20.306,0.6872,0.643,8.7557
1,3,89,80,18.7604,0.5939,0.7697,17.6459
1,3,90,10,33.7484,0.9778,0.019,2.6025
1,3,90,20,30.5755,0.949,0.0743,2.7885
1,3,90,30,27.8851,0.9082,0.1554,3.0824
1,3,90,40,25.8268,0.8623,0.2617,3.5435
1,3,90,50,24.2163,0.8176,0.3809,4.2543
1,3,90,60,22.7178,0.7682,0.5083,5.5865
1,3,90,70,21.1591,0.7058,0.643,8.8158
1,3,90,80,19.3397,0.6309,0.7697,17.6375
1,3,91,10,32.6914,0.9835,0.019,2.6317
1,3,91,20,28.5745,0.9529,0.0743,2.7672
1,3,91,30,26.0164,0.9095,0.1554,3.0358
1,3,91,40,24.1059,0.8572,0.2617,3.4714
1,3,91,50,22.6568,0.8047,0.3809,4.2428
1,3,91,60,21.2885,0.7433,0.5083,5.6199
1,3,91,70,19.9002,0.6741,0.6429,8.8176
1,3,91,80,18.2065,0.5934,0.7697,17.6787
1,3,92,10,33.44,0.9654,0.019,2.6184
1,3,92,20,29.2973,0.9236,0.0742,2.7701
1,3,92,30,26.9476,0.874,0.1554,3.0545
1,3,92,40,24.9856,0.8168,0.2617,3.4841
1,3,92,50,23.4018,0.7564,0.3809,4.2347
1,3,92,60,21.9834,0.693,0.5083,5.5812
1,3,92,70,20.5535,0.6166,0.643,8.8051
1,3,92,80,19.111,0.5264,0.7697,17.5261
1,3,93,10,31.7982,0.9721,0.0194,2.5874
1,3,93,20,28.5036,0.9417,0.074,2.7731
1,3,93,30,26.0565,0.9032,0.1546,3.0313
1,3,93,40,23.9404,0.8527,0.2611,3.4816
