AuSR,Dataset,File,TR,ATR,TPR,FNR,FPR,TNR,Precision,F1Score,Accuracy,Time
1,3,7,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7622
1,3,7,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9167
1,3,7,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5608
1,3,7,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.1171
1,3,7,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6575
1,3,7,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.083
1,3,7,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.991,2.8276
1,3,7,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4885
1,3,8,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6324
1,3,8,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6583
1,3,8,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8436
1,3,8,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0645
1,3,8,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1773
1,3,8,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8649
1,3,8,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9228
1,3,8,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6925
1,3,9,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3156
1,3,9,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.6258
1,3,9,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.5148
1,3,9,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5208
1,3,9,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1377
1,3,9,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6575
1,3,9,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5061
1,3,9,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.1999
1,3,10,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1
1,3,10,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2492
1,3,10,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6088
1,3,10,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7264
1,3,10,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5194
1,3,10,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9306
1,3,10,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8858
1,3,10,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6732
1,3,11,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9013
1,3,11,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.875
1,3,11,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.84
1,3,11,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.2649
1,3,11,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.92
1,3,11,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4397
1,3,11,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.875
1,3,11,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7446
1,3,12,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7889
1,3,12,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9987
1,3,12,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.3242
1,3,12,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8065
1,3,12,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8994
1,3,12,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.0414
1,3,12,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7919
1,3,12,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5773
1,3,13,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.5738
1,3,13,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3318
1,3,13,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2854
1,3,13,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.822
1,3,13,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6661
1,3,13,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.607
1,3,13,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.3443
1,3,13,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7504
1,3,14,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8915
1,3,14,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9624
1,3,14,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6116
1,3,14,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7347
1,3,14,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6697
1,3,14,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1721
1,3,14,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7303
1,3,14,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5751
1,3,15,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9325
1,3,15,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0131
1,3,15,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2351
1,3,15,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9301
1,3,15,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0349
1,3,15,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6249
1,3,15,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5949
1,3,15,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.2675
1,3,16,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8843
1,3,16,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6306
1,3,16,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7421
1,3,16,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.479
1,3,16,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0845
1,3,16,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0599
1,3,16,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6803
1,3,16,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.0093
1,3,17,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6048
1,3,17,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.1152
1,3,17,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.4903
1,3,17,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7337
1,3,17,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4588
1,3,17,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.716
1,3,17,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6526
1,3,17,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7693
1,3,18,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6242
1,3,18,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7171
1,3,18,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8192
1,3,18,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7179
1,3,18,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0419
1,3,18,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7753
1,3,18,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6144
1,3,18,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.0012
1,3,19,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.731
1,3,19,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8823
1,3,19,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6907
1,3,19,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.1643
1,3,19,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5361
1,3,19,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2184
1,3,19,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6681
1,3,19,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4594
1,3,20,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0857
1,3,20,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0883
1,3,20,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.825
1,3,20,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.4521
1,3,20,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4764
1,3,20,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.3304
1,3,20,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8802
1,3,20,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8596
1,3,21,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8042
1,3,21,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2617
1,3,21,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.246
1,3,21,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0107
1,3,21,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6734
1,3,21,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.618
1,3,21,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6159
1,3,21,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.867
1,3,22,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.726
1,3,22,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2714
1,3,22,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6187
1,3,22,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6084
1,3,22,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3971
1,3,22,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7755
1,3,22,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5068
1,3,22,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7762
1,3,23,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7037
1,3,23,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.4583
1,3,23,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.1293
1,3,23,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4183
1,3,23,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3918
1,3,23,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.3239
1,3,23,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8883
1,3,23,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5165
1,3,24,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0839
1,3,24,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7679
1,3,24,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.4404
1,3,24,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9778
1,3,24,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.7526
1,3,24,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9856
1,3,24,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.2118
1,3,24,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.892
1,3,25,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7219
1,3,25,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4771
1,3,25,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9204
1,3,25,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8152
1,3,25,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0449
1,3,25,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.711
1,3,25,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8243
1,3,25,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4532
1,3,26,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6231
1,3,26,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0863
1,3,26,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9816
1,3,26,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4772
1,3,26,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4547
1,3,26,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.3153
1,3,26,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.1182
1,3,26,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6709
1,3,27,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8512
1,3,27,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,2.7768
1,3,27,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.4301
1,3,27,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6587
1,3,27,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4451
1,3,27,60,0.5997,1,0,0.0088,0.9912,0.9913,0.9956,0.9956,2.573
1,3,27,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.344
1,3,27,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7514
1,3,28,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8234
1,3,28,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0339
1,3,28,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.3315
1,3,28,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.2455
1,3,28,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.46
1,3,28,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.2122
1,3,28,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8789
1,3,28,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8045
1,3,29,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9537
1,3,29,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7572
1,3,29,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2757
1,3,29,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8636
1,3,29,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.027
1,3,29,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.2254
1,3,29,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.619
1,3,29,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6745
1,3,30,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2294
1,3,30,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3943
1,3,30,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9903
1,3,30,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9695
1,3,30,50,0.5008,1,0,0.0073,0.9927,0.9927,0.9963,0.9963,2.6657
1,3,30,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9516
1,3,30,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6213
1,3,30,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9472
1,3,31,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7645
1,3,31,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7717
1,3,31,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6765
1,3,31,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7868
1,3,31,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7855
1,3,31,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8938
1,3,31,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7083
1,3,31,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.2044
1,3,32,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0963
1,3,32,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5076
1,3,32,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.1005
1,3,32,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9807
1,3,32,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6844
1,3,32,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.3654
1,3,32,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6963
1,3,32,80,0.799,1,0,0.0116,0.9884,0.9886,0.9942,0.9942,2.8723
1,3,33,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9338
1,3,33,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,3.2187
1,3,33,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9489
1,3,33,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6464
1,3,33,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8875
1,3,33,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7357
1,3,33,70,0.6988,1,0,0.0181,0.9819,0.9823,0.9911,0.991,2.3805
1,3,33,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.4838
1,3,34,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.5846
1,3,34,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9013
1,3,34,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0323
1,3,34,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6353
1,3,34,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0369
1,3,34,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.604
1,3,34,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5023
1,3,34,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3679
1,3,35,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9316
1,3,35,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.5894
1,3,35,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8474
1,3,35,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7769
1,3,35,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0538
1,3,35,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0439
1,3,35,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5983
1,3,35,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.379
1,3,36,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9307
1,3,36,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7223
1,3,36,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5383
1,3,36,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5056
1,3,36,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1449
1,3,36,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5685
1,3,36,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.368
1,3,36,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8604
1,3,37,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.7598
1,3,37,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,4.1935
1,3,37,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9453
1,3,37,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.2642
1,3,37,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5037
1,3,37,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.265
1,3,37,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.3625
1,3,37,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6444
1,3,38,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.4305
1,3,38,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4381
1,3,38,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.3487
1,3,38,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9784
1,3,38,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5157
1,3,38,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2009
1,3,38,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9091
1,3,38,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4707
1,3,39,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1701
1,3,39,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2587
1,3,39,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2395
1,3,39,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.604
1,3,39,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9748
1,3,39,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8543
1,3,39,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.4464
1,3,39,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4144
1,3,40,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5349
1,3,40,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0442
1,3,40,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.2914
1,3,40,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7809
1,3,40,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.2364
1,3,40,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8532
1,3,40,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.821
1,3,40,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.523
1,3,41,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.7969
1,3,41,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7255
1,3,41,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5745
1,3,41,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.677
1,3,41,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.648
1,3,41,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7055
1,3,41,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8136
1,3,41,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3332
1,3,42,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5913
1,3,42,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2407
1,3,42,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0446
1,3,42,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0595
1,3,42,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0167
1,3,42,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8805
1,3,42,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.2988
1,3,42,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.8389
1,3,43,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9863
1,3,43,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7941
1,3,43,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7628
1,3,43,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9776
1,3,43,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7536
1,3,43,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5121
1,3,43,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5703
1,3,43,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9245
1,3,44,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8802
1,3,44,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0056
1,3,44,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6188
1,3,44,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7066
1,3,44,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9744
1,3,44,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9164
1,3,44,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.2566
1,3,44,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6407
1,3,45,10,0.0997,0.9999,0.0001,0.0009,0.9991,0.9991,0.9995,0.9995,3.0688
